id,category_he,category_en,question_he,display_order,asset_type,search_keywords_hebrew,created_at,updated_at
278,כאבי ראש ומיגרנות,Headaches & Migraines,כיצד מטפלים בכאב ראש המחמיר עם מזג אוויר?,278,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
279,כאבי ראש ומיגרנות,Headaches & Migraines,מהי חשיבות הטיפול בין התקפים למניעה?,279,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
280,כאבי ראש ומיגרנות,Headaches & Migraines,כיצד מזון ושתייה משפיעים על כאבי ראש?,280,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
281,כאבי ראש ומיגרנות,Headaches & Migraines,מהו הטיפול בכאב ראש עורפי?,281,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
282,כאבי ראש ומיגרנות,Headaches & Migraines,כיצד מטפלים במיגרנה עם אאורה?,282,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
283,מחלות עור,Skin Disorders,מהו הקשר בין הריאות לבריאות העור ב-TCM?,283,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
284,מחלות עור,Skin Disorders,כיצד מטפלים באקזמה (אטופיק דרמטיטיס)?,284,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
285,מחלות עור,Skin Disorders,מהו הטיפול בפסוריאזיס?,285,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
286,מחלות עור,Skin Disorders,כיצד מאבחנים דפוסים שונים של אקנה?,286,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
287,מחלות עור,Skin Disorders,מהם הסימנים של חום בדם הגורם לפריחות?,287,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
288,מחלות עור,Skin Disorders,כיצד לחות ורעילות משפיעים על העור?,288,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
289,מחלות עור,Skin Disorders,מהו הטיפול באורטיקריה (סרפדת)?,289,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
290,מחלות עור,Skin Disorders,כיצד מטפלים בשלבקת חוגרת (Shingles)?,290,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
291,מחלות עור,Skin Disorders,מהם הנקודות היעילות לטיפול בגרד?,291,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
292,מחלות עור,Skin Disorders,כיצד חוסר דם מתבטא בעור?,292,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
293,מחלות עור,Skin Disorders,מהו הטיפול ברוזציאה?,293,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
294,מחלות עור,Skin Disorders,כיצד מטפלים בוויטיליגו?,294,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
295,מחלות עור,Skin Disorders,מהי חשיבות התזונה לבריאות העור?,295,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
296,מחלות עור,Skin Disorders,כיצד רגשות משפיעים על מצב העור?,296,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
297,מחלות עור,Skin Disorders,מהם הצמחים המטפלים בבעיות עור?,297,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
298,מערכת הלב וכלי הדם,Cardiovascular System,מהם תפקידי הלב ב-TCM מעבר לשאיבת דם?,298,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
299,מערכת הלב וכלי הדם,Cardiovascular System,כיצד מטפלים ביתר לחץ דם?,299,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
300,מערכת הלב וכלי הדם,Cardiovascular System,מהו הטיפול בהפרעות קצב לב?,300,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
301,מערכת הלב וכלי הדם,Cardiovascular System,כיצד סטגנציה של דם משפיעה על הלב?,301,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
302,מערכת הלב וכלי הדם,Cardiovascular System,מהם הסימנים של חוסר דם בלב?,302,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
303,מערכת הלב וכלי הדם,Cardiovascular System,כיצד מטפלים בחרדה עם דפיקות לב?,303,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
304,מערכת הלב וכלי הדם,Cardiovascular System,מהו הקשר בין הלב לכליות (ציר לב-כליות)?,304,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
305,מערכת הלב וכלי הדם,Cardiovascular System,כיצד ליחה חוסמת את פתחי הלב?,305,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
306,מערכת הלב וכלי הדם,Cardiovascular System,מהם הנקודות החשובות לבריאות הלב?,306,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
307,מערכת הלב וכלי הדם,Cardiovascular System,כיצד מטפלים בכאבים בחזה?,307,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
308,מערכת הלב וכלי הדם,Cardiovascular System,מהו הטיפול בדליות ובעיות ורידים?,308,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
309,מערכת הלב וכלי הדם,Cardiovascular System,כיצד משפרים את זרימת הדם?,309,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
310,מערכת הלב וכלי הדם,Cardiovascular System,מהי חשיבות השן (Shen) לבריאות הלב?,310,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
311,מערכת הלב וכלי הדם,Cardiovascular System,כיצד מונעים מחלות לב לפי TCM?,311,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
312,מערכת הלב וכלי הדם,Cardiovascular System,מהם הצמחים התומכים בבריאות הלב?,312,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
313,נוסחאות צמחים,Herbal Formulas,מהם העקרונות לבניית נוסחת צמחים?,313,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
314,נוסחאות צמחים,Herbal Formulas,כיצד משנים נוסחה קלאסית למטופל ספציפי?,314,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
315,נוסחאות צמחים,Herbal Formulas,מהי נוסחת Si Jun Zi Tang ולמה היא משמשת?,315,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
316,נוסחאות צמחים,Herbal Formulas,כיצד משתמשים ב-Xiao Yao San?,316,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
317,נוסחאות צמחים,Herbal Formulas,מהי נוסחת Liu Wei Di Huang Wan?,317,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
318,נוסחאות צמחים,Herbal Formulas,כיצד מטפלים בצינון עם Ma Huang Tang?,318,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
319,נוסחאות צמחים,Herbal Formulas,מהי נוסחת Gui Pi Tang ומתי משתמשים בה?,319,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
320,נוסחאות צמחים,Herbal Formulas,כיצד מחליטים על מינון ותדירות נטילה?,320,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
321,נוסחאות צמחים,Herbal Formulas,מהם הצמחים האסורים בהריון?,321,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
322,נוסחאות צמחים,Herbal Formulas,כיצד מתאימים נוסחאות לגילאים שונים?,322,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
323,נוסחאות צמחים,Herbal Formulas,מהן האינטראקציות החשובות בין צמחים לתרופות?,323,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
324,נוסחאות צמחים,Herbal Formulas,כיצד מעריכים את איכות הצמחים?,324,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
325,מוקסה וכוסות רוח,Moxibustion & Cupping,מהם סוגי המוקסה השונים וכיצד בוחרים ביניהם?,325,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
326,מוקסה וכוסות רוח,Moxibustion & Cupping,מתי מועדפת מוקסה על דיקור?,326,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
327,מוקסה וכוסות רוח,Moxibustion & Cupping,מהם הנקודות החשובות לטיפול במוקסה?,327,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
328,מוקסה וכוסות רוח,Moxibustion & Cupping,כיצד מוקסה מחממת את הגוף ומגרשת קור?,328,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
329,מוקסה וכוסות רוח,Moxibustion & Cupping,מהם ההתוויות הנגד למוקסה?,329,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
330,מוקסה וכוסות רוח,Moxibustion & Cupping,כיצד מבצעים טכניקת מוקסה ישירה?,330,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
331,מוקסה וכוסות רוח,Moxibustion & Cupping,מהם סוגי כוסות הרוח השונים?,331,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
332,מוקסה וכוסות רוח,Moxibustion & Cupping,כיצד מפרשים סימני כוסות רוח?,332,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
333,מוקסה וכוסות רוח,Moxibustion & Cupping,מתי משתמשים בכוסות רוח נעות?,333,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
334,מוקסה וכוסות רוח,Moxibustion & Cupping,מהם היתרונות של כוסות רוח לטיפול בכאב?,334,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
335,מוקסה וכוסות רוח,Moxibustion & Cupping,כיצד משלבים כוסות רוח עם דיקור?,335,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
336,מוקסה וכוסות רוח,Moxibustion & Cupping,מהם ההתוויות הנגד לכוסות רוח?,336,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
337,מוקסה וכוסות רוח,Moxibustion & Cupping,כיצד מטפלים בצינון עם מוקסה?,337,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
338,מוקסה וכוסות רוח,Moxibustion & Cupping,כיצד מלמדים מטופלים לבצע מוקסה עצמית?,338,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
339,כלי הדם המיוחדים,Extraordinary Vessels,מהם שמונת כלי הדם המיוחדים (Qi Jing Ba Mai)?,339,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
340,כלי הדם המיוחדים,Extraordinary Vessels,מה תפקיד ה-Du Mai (כלי השליט)?,340,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
341,כלי הדם המיוחדים,Extraordinary Vessels,כיצד ה-Ren Mai (כלי התפיסה) משפיע על הפוריות?,341,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
342,כלי הדם המיוחדים,Extraordinary Vessels,מהו הקשר בין Chong Mai לדם?,342,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
343,כלי הדם המיוחדים,Extraordinary Vessels,כיצד Dai Mai (כלי החגורה) קשור לבעיות במותניים?,343,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
344,כלי הדם המיוחדים,Extraordinary Vessels,מהם נקודות הפתיחה והסגירה של כל כלי מיוחד?,344,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
345,כלי הדם המיוחדים,Extraordinary Vessels,כיצד משתמשים ב-Yang Wei Mai לבעיות חוץ?,345,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
346,כלי הדם המיוחדים,Extraordinary Vessels,מהו תפקיד Yin Wei Mai?,346,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
347,כלי הדם המיוחדים,Extraordinary Vessels,כיצד Yang Qiao Mai משפיע על השינה?,347,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
348,כלי הדם המיוחדים,Extraordinary Vessels,מהו הקשר בין Yin Qiao Mai לעיניים?,348,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
349,כלי הדם המיוחדים,Extraordinary Vessels,כיצד משלבים כלים מיוחדים בטיפול?,349,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
350,כלי הדם המיוחדים,Extraordinary Vessels,מהם הסימפטומים של חוסר איזון בכלים המיוחדים?,350,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
351,כלי הדם המיוחדים,Extraordinary Vessels,כיצד מטפלים בבעיות הורמונליות דרך הכלים המיוחדים?,351,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
352,כלי הדם המיוחדים,Extraordinary Vessels,מהי חשיבות הכלים המיוחדים בטיפול בטראומה?,352,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
353,כלי הדם המיוחדים,Extraordinary Vessels,כיצד הכלים המיוחדים קשורים לצ\'אקרות?,353,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
354,דיקור אוזן,Auricular Acupuncture,מהי מפת האוזן ואיך היא משקפת את הגוף?,354,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
355,דיקור אוזן,Auricular Acupuncture,כיצד מאתרים נקודות רגישות באוזן?,355,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
356,דיקור אוזן,Auricular Acupuncture,מהם הכלים לאבחון באמצעות האוזן?,356,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
357,דיקור אוזן,Auricular Acupuncture,כיצד דיקור אוזן מסייע בהפסקת עישון?,357,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
358,דיקור אוזן,Auricular Acupuncture,מהי פרוטוקול NADA להתמכרויות?,358,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
359,דיקור אוזן,Auricular Acupuncture,כיצד מטפלים בכאב באמצעות דיקור אוזן?,359,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
360,דיקור אוזן,Auricular Acupuncture,מהם הנקודות החשובות להרגעת חרדה?,360,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
361,דיקור אוזן,Auricular Acupuncture,כיצד משתמשים בזרעי אוזן (ear seeds)?,361,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
362,דיקור אוזן,Auricular Acupuncture,מהו הטיפול בנדודי שינה דרך האוזן?,362,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
363,דיקור אוזן,Auricular Acupuncture,כיצד מטפלים בבעיות עיכול באמצעות האוזן?,363,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
364,דיקור אוזן,Auricular Acupuncture,מהם הנקודות לאיזון הורמונלי?,364,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
365,דיקור אוזן,Auricular Acupuncture,כיצד דיקור אוזן מסייע בהרזיה?,365,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
366,דיקור אוזן,Auricular Acupuncture,מהם ההתוויות הנגד לדיקור אוזן?,366,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
367,דיקור אוזן,Auricular Acupuncture,כיצד משלבים דיקור אוזן עם דיקור גוף?,367,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
368,דיקור אוזן,Auricular Acupuncture,מהי נקודת ה-Shen Men ולמה היא חשובה?,368,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
369,טיפול לפי עונות,Seasonal Treatment,כיצד עונת האביב משפיעה על הכבד?,369,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
370,טיפול לפי עונות,Seasonal Treatment,מהו הטיפול המומלץ בקיץ לשמירה על הלב?,370,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
371,טיפול לפי עונות,Seasonal Treatment,כיצד מכינים את הגוף לסתיו?,371,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
372,טיפול לפי עונות,Seasonal Treatment,מהי חשיבות שמירת האנרגיה בחורף?,372,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
373,טיפול לפי עונות,Seasonal Treatment,כיצד התזונה משתנה לפי העונות?,373,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
374,טיפול לפי עונות,Seasonal Treatment,מהם הנקודות החשובות לכל עונה?,374,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
375,טיפול לפי עונות,Seasonal Treatment,כיצד מטפלים באלרגיות עונתיות?,375,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
376,טיפול לפי עונות,Seasonal Treatment,כיצד שעות השינה משתנות לפי העונה?,376,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
377,טיפול לפי עונות,Seasonal Treatment,מהם הסימנים של חוסר הסתגלות לעונה?,377,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
378,טיפול לפי עונות,Seasonal Treatment,כיצד מונעים הצטננויות בתחילת הסתיו?,378,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
379,טיפול לפי עונות,Seasonal Treatment,כיצד מטפלים בדיכאון עונתי (SAD)?,379,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
380,טיפול לפי עונות,Seasonal Treatment,מהם הצמחים המתאימים לכל עונה?,380,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
381,טיפול לפי עונות,Seasonal Treatment,כיצד פעילות גופנית משתנה לפי העונה?,381,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
382,חמשת היסודות,Five Elements,מהם חמשת היסודות (Wu Xing) וכיצד הם קשורים לאיברים?,382,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
383,חמשת היסודות,Five Elements,כיצד מחזור השליטה והחיזוק פועלים?,383,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
384,חמשת היסודות,Five Elements,מהו הקשר בין יסוד העץ לכבד ולמרה?,384,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
385,חמשת היסודות,Five Elements,כיצד יסוד האש משפיע על הלב והמעי הדק?,385,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
386,חמשת היסודות,Five Elements,מהי החשיבות של יסוד האדמה לעיכול?,386,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
387,חמשת היסודות,Five Elements,כיצד יסוד המתכת קשור לריאות?,387,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
388,חמשת היסודות,Five Elements,מהו תפקיד יסוד המים לכליות?,388,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
389,חמשת היסודות,Five Elements,כיצד מאזנים יסוד חלש באמצעות יסוד אחר?,389,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
390,חמשת היסודות,Five Elements,מהם הסימנים של חוסר איזון ביסוד העץ?,390,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
391,חמשת היסודות,Five Elements,כיצד רגשות קשורים לחמשת היסודות?,391,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
392,חמשת היסודות,Five Elements,מהו הקשר בין עונות השנה ליסודות?,392,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
393,חמשת היסודות,Five Elements,כיצד צבעים משקפים את היסודות?,393,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
394,חמשת היסודות,Five Elements,מהם הטעמים הקשורים לכל יסוד?,394,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
395,חמשת היסודות,Five Elements,כיצד משתמשים בחמשת היסודות בבחירת נקודות?,395,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
396,חמשת היסודות,Five Elements,מהי גישת חמשת היסודות לטיפול פסיכו-רגשי?,396,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
397,יין ויאנג,Yin & Yang,מהם העקרונות הבסיסיים של תורת הין-יאנג?,397,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
398,יין ויאנג,Yin & Yang,כיצד יין ויאנג מתקיימים יחד ובאיזון?,398,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
399,יין ויאנג,Yin & Yang,מהם הסימנים של עודף יאנג?,399,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
400,יין ויאנג,Yin & Yang,כיצד מזהים חוסר יין?,400,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
401,יין ויאנג,Yin & Yang,מהו הקשר בין יין-יאנג לזמנים ביום?,401,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
402,יין ויאנג,Yin & Yang,כיצד יין ויאנג מתבטאים בגוף?,402,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
403,יין ויאנג,Yin & Yang,מהי חשיבות האיזון בין יין ליאנג?,403,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
404,יין ויאנג,Yin & Yang,כיצד מטפלים בחוסר יאנג?,404,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
405,יין ויאנג,Yin & Yang,מהם המזונות שמזינים יין או יאנג?,405,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
406,יין ויאנג,Yin & Yang,כיצד יין-יאנג משפיעים על הרגשות?,406,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
407,יין ויאנג,Yin & Yang,מהו הקשר בין יין-יאנג למחלות כרוניות?,407,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
408,יין ויאנג,Yin & Yang,כיצד מאבחנים דפוסי יין-יאנג?,408,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
409,יין ויאנג,Yin & Yang,מהם הנקודות לחיזוק יין?,409,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
410,יין ויאנג,Yin & Yang,כיצד מגרשים קור (יין עודף)?,410,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
411,יין ויאנג,Yin & Yang,מהי הגישה להחלפת יין ויאנג במחלות חמורות?,411,quick_question,,2026-01-29 18:00:00+00,2026-01-29 17:05:43.83851+00
