id,source_table,source_id,asset_type,category,content_hebrew,title_hebrew,description_hebrew,keywords,acupoints,metadata,search_vector,embedding,created_at,updated_at
2447,bible_rag_dr_roni_knowledge_20260129,2566,dr_roni_knowledge,general,"3. Treats heart pain with rising CHI 4. Treats memory problems and lack of inner peace 5. Treats fainting or sudden loss of energy during pregnancy, when the fetus grows and the CHI attacks the heart CAUTIONS: avoid deep needling towards the head",,,,,,"'3':1 '4':8 '5':17 'and':12,31 'attacks':34 'avoid':38 'cautions':37 'chi':7,33 'deep':39 'during':25 'energy':24 'fainting':19 'fetus':29 'grows':30 'head':43 'heart':3,36 'inner':15 'lack':13 'loss':22 'memory':10 'needling':40 'of':14,23 'or':20 'pain':4 'peace':16 'pregnancy':26 'problems':11 'rising':6 'sudden':21 'the':28,32,35,42 'towards':41 'treats':2,9,18 'when':27 'with':5",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2448,bible_rag_dr_roni_knowledge_20260129,2567,dr_roni_knowledge,general,"CV 15 JIU WEI Dove’s Tail 鳩尾 Jiu – dove, hole",,,,,,"'15':2 'cv':1 'dove':5,10 'hole':11 'jiu':3,9 's':6 'tail':7 'wei':4 '鳩尾':8",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2449,bible_rag_dr_roni_knowledge_20260129,2568,dr_roni_knowledge,general,Wei – tail LOCATION On the abdominal midline 7 cun above CV8 NEEDLED Perpendicular 0.3 – 0.5 cun,,,,,,"'0.3':14 '0.5':15 '7':8 'abdominal':6 'above':10 'cun':9,16 'cv8':11 'location':3 'midline':7 'needled':12 'on':4 'perpendicular':13 'tail':2 'the':5 'wei':1",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2450,bible_rag_dr_roni_knowledge_20260129,2569,dr_roni_knowledge,general,"FUNCTIONS 1. Mu of the PC 2. Lou of the CV, sends a web of small meridian in to the abdominal walls 3. Yuan point of the 5 FU organs 4. Tonifies the flow of Yuan CHI to all the organs",,,,,,"'1':2 '2':7 '3':23 '4':31 '5':28 'a':13 'abdominal':21 'all':39 'chi':37 'cv':11 'flow':34 'fu':29 'functions':1 'in':18 'lou':8 'meridian':17 'mu':3 'of':4,9,15,26,35 'organs':30,41 'pc':6 'point':25 'sends':12 'small':16 'the':5,10,20,27,33,40 'to':19,38 'tonifies':32 'walls':22 'web':14 'yuan':24,36",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2451,bible_rag_dr_roni_knowledge_20260129,2570,dr_roni_knowledge,theory,5. Calms the SHEN 6. Promotes the flow of Wei and Ying CHI to the muscles and skin SECONDARY FUNCTIONS 1. Calms rising CHI 2. Treats heart pain emanating from CHI rising to the chest (violently?),,,,,,"'1':21 '2':25 '5':1 '6':5 'and':11,17 'calms':2,22 'chest':35 'chi':13,24,31 'emanating':29 'flow':8 'from':30 'functions':20 'heart':27 'muscles':16 'of':9 'pain':28 'promotes':6 'rising':23,32 'secondary':19 'shen':4 'skin':18 'the':3,7,15,34 'to':14,33 'treats':26 'violently':36 'wei':10 'ying':12",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2452,bible_rag_dr_roni_knowledge_20260129,2571,dr_roni_knowledge,theory,"3. Tonifies yin, treats CHI rising causing headaches radiating to the external canthus of the eye CAUTIONS: Contraindicated in dispersal to prevent the dispersal of HT CHI and yin CHI",,,,,,"'3':1 'and':28 'canthus':13 'causing':7 'cautions':17 'chi':5,27,30 'contraindicated':18 'dispersal':20,24 'external':12 'eye':16 'headaches':8 'ht':26 'in':19 'of':14,25 'prevent':22 'radiating':9 'rising':6 'the':11,15,23 'to':10,21 'tonifies':2 'treats':4 'yin':3,29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2453,bible_rag_dr_roni_knowledge_20260129,2572,dr_roni_knowledge,general,CV 16 ZHONG TING central courtyard 中庭 Zhong – central,,,,,,"'16':2 'central':5,9 'courtyard':6 'cv':1 'ting':4 'zhong':3,8 '中庭':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2454,bible_rag_dr_roni_knowledge_20260129,2585,dr_roni_knowledge,theory,1. Tonifies LIV 2. Regulates rising CHI 3. Shokanten of Jue Yin SECONDARY FUNCTIONS 1. Treats heart and chest pain accompanied by the sensation of CHI rising,,,,,,"'1':1,15 '2':4 '3':8 'accompanied':21 'and':18 'by':22 'chest':19 'chi':7,26 'functions':14 'heart':17 'jue':11 'liv':3 'of':10,25 'pain':20 'regulates':5 'rising':6,27 'secondary':13 'sensation':24 'shokanten':9 'the':23 'tonifies':2 'treats':16 'yin':12",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2455,bible_rag_dr_roni_knowledge_20260129,2573,dr_roni_knowledge,general,"Ting – courtyard Located in the palace guarded by the ribs (see CV14) “Zhong Ting” is the courtyard leading to “Yu Tang ” jade temple. “Zhong” can be a reference to the mid line LOCATION On the abdominal midline, at the base of the sternum (xiphoid sternal junction), level with",,,,,,"'a':27 'abdominal':36 'at':38 'base':40 'be':26 'by':8 'can':25 'courtyard':2,17 'cv14':12 'guarded':7 'in':4 'is':15 'jade':22 'junction':46 'leading':18 'level':47 'line':32 'located':3 'location':33 'mid':31 'midline':37 'of':41 'on':34 'palace':6 'reference':28 'ribs':10 'see':11 'sternal':45 'sternum':43 'tang':21 'temple':23 'the':5,9,16,30,35,39,42 'ting':1,14 'to':19,29 'with':48 'xiphoid':44 'yu':20 'zhong':13,24",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2456,bible_rag_dr_roni_knowledge_20260129,2574,dr_roni_knowledge,general,the 5th intercostal space NEEDLED Diagonal 0.3 cun FUNCTIONS 1. Influences its neighboring points,,,,,,'0.3':7 '1':10 '5th':2 'cun':8 'diagonal':6 'functions':9 'influences':11 'intercostal':3 'its':12 'needled':5 'neighboring':13 'points':14 'space':4 'the':1,,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2457,bible_rag_dr_roni_knowledge_20260129,2575,dr_roni_knowledge,general,"CV 17 TAN ZHONG Chest Center 膻中 Tan – naked, exposed",,,,,,"'17':2 'center':6 'chest':5 'cv':1 'exposed':10 'naked':9 'tan':3,8 'zhong':4 '膻中':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2458,bible_rag_dr_roni_knowledge_20260129,2576,dr_roni_knowledge,general,"Zhong – center The Nei Ching refers to this area as “the palace of the heart ruler” LOCATION At the center of the sternum, level with the 4th intercostal space, there is usually a small depression near the point",,,,,,"'4th':27 'a':33 'area':9 'as':10 'at':18 'center':2,20 'ching':5 'depression':35 'heart':15 'intercostal':28 'is':31 'level':24 'location':17 'near':36 'nei':4 'of':13,21 'palace':12 'point':38 'refers':6 'ruler':16 'small':34 'space':29 'sternum':23 'the':3,11,14,19,22,26,37 'there':30 'this':8 'to':7 'usually':32 'with':25 'zhong':1",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2459,bible_rag_dr_roni_knowledge_20260129,2577,dr_roni_knowledge,general,NEEDLED Only used with moxa FUNCTIONS 1. Mu of the sea of CHI 2. Hui meeting point of CHI,,,,,,"'1':7 '2':14 'chi':13,19 'functions':6 'hui':15 'meeting':16 'moxa':5 'mu':8 'needled':1 'of':9,12,18 'only':2 'point':17 'sea':11 'the':10 'used':3 'with':4",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2460,bible_rag_dr_roni_knowledge_20260129,2578,dr_roni_knowledge,theory,"3. Mu point of the upper jiao and PC (also considered secondary Mu point of PC) 4. Meeting of SP, SI, TH, PC 5. Meeting of the 3 hands yin TMM SECONDARY FUNCTIONS 1. Tonifies and regulates CHI",,,,,,"'1':34 '3':1,28 '4':17 '5':24 'also':10 'and':8,36 'chi':38 'considered':11 'functions':33 'hands':29 'jiao':7 'meeting':18,25 'mu':2,13 'of':4,15,19,26 'pc':9,16,23 'point':3,14 'regulates':37 'secondary':12,32 'si':21 'sp':20 'th':22 'the':5,27 'tmm':31 'tonifies':35 'upper':6 'yin':30",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2461,bible_rag_dr_roni_knowledge_20260129,2579,dr_roni_knowledge,general,2. Clears fullness from the chest 3. Purifies LU 4. Disperses phlegm 5. Relieves the diaphragm and chest 6. Regulates rebellious CHI,,,,,,"'2':1 '3':7 '4':10 '5':13 '6':19 'and':17 'chest':6,18 'chi':22 'clears':2 'diaphragm':16 'disperses':11 'from':4 'fullness':3 'lu':9 'phlegm':12 'purifies':8 'rebellious':21 'regulates':20 'relieves':14 'the':5,15",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2462,bible_rag_dr_roni_knowledge_20260129,2580,dr_roni_knowledge,general,"7. Concentration point of all the secondary meridians 8. Treats HT CHI Xu 9. Treats shortness of breath, surfaced breathing, sensation of CHI rising",,,,,,"'7':1 '8':9 '9':14 'all':5 'breath':18 'breathing':20 'chi':12,23 'concentration':2 'ht':11 'meridians':8 'of':4,17,22 'point':3 'rising':24 'secondary':7 'sensation':21 'shortness':16 'surfaced':19 'the':6 'treats':10,15 'xu':13",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2463,bible_rag_dr_roni_knowledge_20260129,2581,dr_roni_knowledge,clinical,to the edge of the body CAUTIONS: Careful in dispersal on weak patients to prevent loss of CHI,,,,,,"'body':6 'careful':8 'cautions':7 'chi':18 'dispersal':10 'edge':3 'in':9 'loss':16 'of':4,17 'on':11 'patients':13 'prevent':15 'the':2,5 'to':1,14 'weak':12",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2464,bible_rag_dr_roni_knowledge_20260129,2582,dr_roni_knowledge,general,CV 18 YU TANG Jade Palace 玉堂 Yu – jade,,,,,,"'18':2 'cv':1 'jade':5,9 'palace':6 'tang':4 'yu':3,8 '玉堂':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2465,bible_rag_dr_roni_knowledge_20260129,2583,dr_roni_knowledge,general,"Tang – palace Part of the sequence of points which construct the royal palace (forbiden city), located in between the central courtyard Zhong Ting (CV17) and the purple palace (CV19). “Yu Tang” was the name of the Han dynasty palace LOCATION",,,,,,"'and':25 'between':18 'central':20 'city':15 'construct':10 'courtyard':21 'cv17':24 'cv19':29 'dynasty':38 'forbiden':14 'han':37 'in':17 'located':16 'location':40 'name':34 'of':4,7,35 'palace':2,13,28,39 'part':3 'points':8 'purple':27 'royal':12 'sequence':6 'tang':1,31 'the':5,11,19,26,33,36 'ting':23 'was':32 'which':9 'yu':30 'zhong':22",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2466,bible_rag_dr_roni_knowledge_20260129,2584,dr_roni_knowledge,general,"At the center of the sternum, level with the 3rd intercostal space (measured from the sternum) NEEDLED Diagonal upward 0.2-0.3 cun FUNCTIONS",,,,,,"'-0.3':21 '0.2':20 '3rd':10 'at':1 'center':3 'cun':22 'diagonal':18 'from':14 'functions':23 'intercostal':11 'level':7 'measured':13 'needled':17 'of':4 'space':12 'sternum':6,16 'the':2,5,9,15 'upward':19 'with':8",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2467,bible_rag_dr_roni_knowledge_20260129,2649,dr_roni_knowledge,general,GV 7 ZHONG SHU Central Pivot 中樞 Zhong – center,,,,,,"'7':2 'center':9 'central':5 'gv':1 'pivot':6 'shu':4 'zhong':3,8 '中樞':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2468,bible_rag_dr_roni_knowledge_20260129,2586,dr_roni_knowledge,general,"to the edge of the body Nei Ching Nei Ching – 69: “The kidney meridian rises to the root of the tongue and ends at the pharynx, for treating aphonia needle CV18, 22, 23”",,,,,,"'22':32 '23':33 '69':11 'and':22 'aphonia':29 'at':24 'body':6 'ching':8,10 'cv18':31 'edge':3 'ends':23 'for':27 'kidney':13 'meridian':14 'needle':30 'nei':7,9 'of':4,19 'pharynx':26 'rises':15 'root':18 'the':2,5,12,17,20,25 'to':1,16 'tongue':21 'treating':28",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2469,bible_rag_dr_roni_knowledge_20260129,2587,dr_roni_knowledge,general,CV 19 ZI GONG Purple Palace 紫宮 Zi – purple,,,,,,"'19':2 'cv':1 'gong':4 'palace':6 'purple':5,9 'zi':3,8 '紫宮':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2470,bible_rag_dr_roni_knowledge_20260129,2588,dr_roni_knowledge,general,"Gong – palace Purple is a color associated with royalty. The heart being the emperor is also called Zi Gong. Zi Gong is seen ah heaven. It is said that Tai Yi (supreme unity) dwells in Zi Gong. As heaven rules earth, the heart rules the body LOCATION",,,,,,"'a':5 'ah':24 'also':16 'as':38 'associated':7 'being':12 'body':46 'called':17 'color':6 'dwells':34 'earth':41 'emperor':14 'gong':1,19,21,37 'heart':11,43 'heaven':25,39 'in':35 'is':4,15,22,27 'it':26 'location':47 'palace':2 'purple':3 'royalty':9 'rules':40,44 'said':28 'seen':23 'supreme':32 'tai':30 'that':29 'the':10,13,42,45 'unity':33 'with':8 'yi':31 'zi':18,20,36",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2471,bible_rag_dr_roni_knowledge_20260129,2589,dr_roni_knowledge,general,On the mid line of the sternum level with the 2nd intercostal space NEEDLED Diagonal downward 0.3 cun FUNCTIONS 1. Regulates CHI,,,,,,"'0.3':17 '1':20 '2nd':11 'chi':22 'cun':18 'diagonal':15 'downward':16 'functions':19 'intercostal':12 'level':8 'line':4 'mid':3 'needled':14 'of':5 'on':1 'regulates':21 'space':13 'sternum':7 'the':2,6,10 'with':9",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2472,bible_rag_dr_roni_knowledge_20260129,2590,dr_roni_knowledge,general,CV 20 HUA GAI Magnificent Canopy 華蓋 Hua – magnificent,,,,,,"'20':2 'canopy':6 'cv':1 'gai':4 'hua':3,8 'magnificent':5,9 '華蓋':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2473,bible_rag_dr_roni_knowledge_20260129,2591,dr_roni_knowledge,general,Gai – canopy Taoist/medical texts refer to the lungs as an adorned canopy. This can be a reference to the lung's high location relative to the other organs. CV20 is located on the upper border of the lungs LOCATION,,,,,,"'a':16 'adorned':11 'an':10 'as':9 'be':15 'border':35 'can':14 'canopy':2,12 'cv20':29 'gai':1 'high':22 'is':30 'located':31 'location':23,39 'lung':20 'lungs':8,38 'of':36 'on':32 'organs':28 'other':27 'refer':5 'reference':17 'relative':24 's':21 'taoist/medical':3 'texts':4 'the':7,19,26,33,37 'this':13 'to':6,18,25 'upper':34",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2474,bible_rag_dr_roni_knowledge_20260129,2592,dr_roni_knowledge,general,"On the midline of the sternum, level with the 1st intercostal space, where the manibrium meets the sternum NEEDLED Diagonally downwards 0.3 cun FUNCTIONS",,,,,,"'0.3':22 '1st':10 'cun':23 'diagonally':20 'downwards':21 'functions':24 'intercostal':11 'level':7 'manibrium':15 'meets':16 'midline':3 'needled':19 'of':4 'on':1 'space':12 'sternum':6,18 'the':2,5,9,14,17 'where':13 'with':8",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2475,bible_rag_dr_roni_knowledge_20260129,2593,dr_roni_knowledge,general,"1. Contains a large amount of CV's CHI, from here CHI rises towards the throat and neck 2. Regulates rising CHI",,,,,,"'1':1 '2':19 'a':3 'amount':5 'and':17 'chi':9,12,22 'contains':2 'cv':7 'from':10 'here':11 'large':4 'neck':18 'of':6 'regulates':20 'rises':13 'rising':21 's':8 'the':15 'throat':16 'towards':14",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2476,bible_rag_dr_roni_knowledge_20260129,2594,dr_roni_knowledge,general,CV 21 XUAM JI Jade Pivot 璇璣 Xuam - wheel,,,,,,"'21':2 'cv':1 'jade':5 'ji':4 'pivot':6 'wheel':9 'xuam':3,8 '璇璣':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2477,bible_rag_dr_roni_knowledge_20260129,2595,dr_roni_knowledge,general,Ji – a contraption that turns The first 4 stars of the big dipper form the part of the pan placed on the stove. The other 3 stars form the handle. The 2nd and 3rd stars are called Xuam (jade) and JI (pearl). The depression at the end of the sternum is reminiscent of the bottom of the pan. CV21 is located next to (horizontal) bottom of the pan formed by the stars Xuam and Ji,,,,,,"'2nd':32 '3':26 '3rd':34 '4':8 'a':2 'and':33,40,74 'are':36 'at':45 'big':12 'bottom':55,65 'by':70 'called':37 'contraption':3 'cv21':59 'depression':44 'dipper':13 'end':47 'first':7 'form':14,28 'formed':69 'handle':30 'horizontal':64 'is':51,60 'jade':39 'ji':1,41,75 'located':61 'next':62 'of':10,17,48,53,56,66 'on':21 'other':25 'pan':19,58,68 'part':16 'pearl':42 'placed':20 'reminiscent':52 'stars':9,27,35,72 'sternum':50 'stove':23 'that':4 'the':6,11,15,18,22,24,29,31,43,46,49,54,57,67,71 'to':63 'turns':5 'xuam':38,73",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2478,bible_rag_dr_roni_knowledge_20260129,2596,dr_roni_knowledge,general,"LOCATION On the midline of the sternum, level with the 1st rib, 05 a cun inferior to the supra sternal notch NEEDLED Diagonally down, 0.3 cun",,,,,,"'0.3':25 '05':13 '1st':11 'a':14 'cun':15,26 'diagonally':23 'down':24 'inferior':16 'level':8 'location':1 'midline':4 'needled':22 'notch':21 'of':5 'on':2 'rib':12 'sternal':20 'sternum':7 'supra':19 'the':3,6,10,18 'to':17 'with':9",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2479,bible_rag_dr_roni_knowledge_20260129,2597,dr_roni_knowledge,general,FUNCTIONS 1. Regulates rising CHI SECONDARY FUNCTIONS 1. From here CHI is dispersed to the neck,,,,,,"'1':2,8 'chi':5,11 'dispersed':13 'from':9 'functions':1,7 'here':10 'is':12 'neck':16 'regulates':3 'rising':4 'secondary':6 'the':15 'to':14",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2480,bible_rag_dr_roni_knowledge_20260129,2598,dr_roni_knowledge,general,CV  22 TIAN TU Celestial Chimney 天突 Tian – celestial,,,,,,"'22':2 'celestial':5,9 'chimney':6 'cv':1 'tian':3,8 'tu':4 '天突':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2481,bible_rag_dr_roni_knowledge_20260129,2599,dr_roni_knowledge,general,"Tu – sky, atmosphere, upper body The trachea is the chimney of the upper jiao, which is the heavenly portion of the body. CV22 is located at the bottom of the chimney LOCATION 0.5 cun superior to the supra sternal notch, at the center of the supra sternal fossa",,,,,,"'0.5':33 'at':26,41 'atmosphere':3 'body':5,22 'bottom':28 'center':43 'chimney':10,31 'cun':34 'cv22':23 'fossa':48 'heavenly':18 'is':8,16,24 'jiao':14 'located':25 'location':32 'notch':40 'of':11,20,29,44 'portion':19 'sky':2 'sternal':39,47 'superior':35 'supra':38,46 'the':6,9,12,17,21,27,30,37,42,45 'to':36 'trachea':7 'tu':1 'upper':4,13 'which':15",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2482,bible_rag_dr_roni_knowledge_20260129,2600,dr_roni_knowledge,theory,"NEEDLED Surfaced, needle perpendicular then penetrate behind the sternum up to 1 cun FUNCTIONS 1. Window of heaven 2. Point on the Yin Wei Mai",,,,,,"'1':12,15 '2':19 'behind':7 'cun':13 'functions':14 'heaven':18 'mai':25 'needle':3 'needled':1 'of':17 'on':21 'penetrate':6 'perpendicular':4 'point':20 'sternum':9 'surfaced':2 'the':8,22 'then':5 'to':11 'up':10 'wei':24 'window':16 'yin':23",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2483,bible_rag_dr_roni_knowledge_20260129,2601,dr_roni_knowledge,general,3. Tonifies SP SECONDARY FUNCTIONS 1. Strengthens the lower back 2. Promotes lowering of LU CHI 3. Expels phlegm from the throat and chest,,,,,,"'1':6 '2':11 '3':1,17 'and':23 'back':10 'chest':24 'chi':16 'expels':18 'from':20 'functions':5 'lower':9 'lowering':13 'lu':15 'of':14 'phlegm':19 'promotes':12 'secondary':4 'sp':3 'strengthens':7 'the':8,21 'throat':22 'tonifies':2",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2484,bible_rag_dr_roni_knowledge_20260129,2602,dr_roni_knowledge,theory,"4. Expels heat 5. Stops cough, nourishes the throat, treats loss of voice (aphonia) 6. Calms asthma 7. Part of the group of points which treat struggle between yin and yang expressed in pain radiating to the heart and back",,,,,,"'4':1 '5':4 '6':15 '7':18 'and':30,39 'aphonia':14 'asthma':17 'back':40 'between':28 'calms':16 'cough':6 'expels':2 'expressed':32 'group':22 'heart':38 'heat':3 'in':33 'loss':11 'nourishes':7 'of':12,20,23 'pain':34 'part':19 'points':24 'radiating':35 'stops':5 'struggle':27 'the':8,21,37 'throat':9 'to':36 'treat':26 'treats':10 'voice':13 'which':25 'yang':31 'yin':29",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2485,bible_rag_dr_roni_knowledge_20260129,2603,dr_roni_knowledge,general,8. Moxa to speed up metabolism,,,,,,'8':1 'metabolism':6 'moxa':2 'speed':4 'to':3 'up':5,,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2486,bible_rag_dr_roni_knowledge_20260129,2604,dr_roni_knowledge,clinical,"Nei Ching Su Wen – 60: “CV's secondary meridian flows another way. It emanates from the naval and rises towards the heart, crosses it and rises to the throat, from there to the chin, wraps around the lips, to the eyes and enters BL1. If the secondary meridian is attacked, the patient will feel lower abdominal pain radiating to the heart. In women, there will be",,,,,,"'60':5 'abdominal':56 'and':18,25,42 'another':11 'around':36 'attacked':50 'be':66 'bl1':44 'chin':34 'ching':2 'crosses':23 'cv':6 'emanates':14 'enters':43 'eyes':41 'feel':54 'flows':10 'from':15,30 'heart':22,61 'if':45 'in':62 'is':49 'it':13,24 'lips':38 'lower':55 'meridian':9,48 'naval':17 'nei':1 'pain':57 'patient':52 'radiating':58 'rises':19,26 's':7 'secondary':8,47 'su':3 'the':16,21,28,33,37,40,46,51,60 'there':31,64 'throat':29 'to':27,32,39,59 'towards':20 'way':12 'wen':4 'will':53,65 'women':63 'wraps':35",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2487,bible_rag_dr_roni_knowledge_20260129,2605,dr_roni_knowledge,clinical,"infertility and suffer from difficulty urinating, hemorrhoids and dryness of the throat. In this situation needle the DO MO points on the back. In severe cases use the CV points under the naval. If there is difficulty breathing, needle CV22. If the patient has “evil” in the throat, needle points on the face and chin”. Nei Ching – 59: “Chi Po contemplated the problems of Wei CHI and wrote: If the Wei CHI",,,,,,"'59':58 'and':2,8,54,67 'back':23 'breathing':38 'cases':26 'chi':59,66,72 'chin':55 'ching':57 'contemplated':61 'cv':29 'cv22':40 'difficulty':5,37 'do':18 'dryness':9 'evil':45 'face':53 'from':4 'has':44 'hemorrhoids':7 'if':34,41,69 'in':13,24,46 'infertility':1 'is':36 'mo':19 'naval':33 'needle':16,39,49 'nei':56 'of':10,64 'on':21,51 'patient':43 'po':60 'points':20,30,50 'problems':63 'severe':25 'situation':15 'suffer':3 'the':11,17,22,28,32,42,47,52,62,70 'there':35 'this':14 'throat':12,48 'under':31 'urinating':6 'use':27 'wei':65,71 'wrote':68",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2488,bible_rag_dr_roni_knowledge_20260129,2606,dr_roni_knowledge,clinical,"does not flow and is stagnant, the patient will feel swelling of the abdomen and difficulty inhaling. If the Wei CHI is stored in the chest, needle CV22 and ST9. When the Wei CHI is in the abdomen needle ST36 and ST30. When it is in the chest and abdomen simultaneously, needle LIV13”. CAUTIONS: Do not needle straight and deep to avoid damaging the trachea",,,,,,"'abdomen':14,38,50 'and':4,15,29,41,49,59 'avoid':62 'cautions':54 'chest':26,48 'chi':21,34 'cv22':28 'damaging':63 'deep':60 'difficulty':16 'do':55 'does':1 'feel':10 'flow':3 'if':18 'in':24,36,46 'inhaling':17 'is':5,22,35,45 'it':44 'liv13':53 'needle':27,39,52,57 'not':2,56 'of':12 'patient':8 'simultaneously':51 'st30':42 'st36':40 'st9':30 'stagnant':6 'stored':23 'straight':58 'swelling':11 'the':7,13,19,25,32,37,47,64 'to':61 'trachea':65 'wei':20,33 'when':31,43 'will':9",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2489,bible_rag_dr_roni_knowledge_20260129,2607,dr_roni_knowledge,general,CV 23 LIAN QUAN Spring Region 廉泉 Lian – side,,,,,,"'23':2 'cv':1 'lian':3,8 'quan':4 'region':6 'side':9 'spring':5 '廉泉':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2490,bible_rag_dr_roni_knowledge_20260129,2699,dr_roni_knowledge,general,"GV 18 QIANG JIAN Strong Space 強間 Qiang – stiff, not flexible",,,,,,"'18':2 'flexible':11 'gv':1 'jian':4 'not':10 'qiang':3,8 'space':6 'stiff':9 'strong':5 '強間':7",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2491,bible_rag_dr_roni_knowledge_20260129,2608,dr_roni_knowledge,general,"Quan – spring, fountain Located on top of the atoms apple, directly under the tongue, the area the beginning of much of the body fluids journey LOCATION In the slight depression halfway between the lower border of the mandibula and the",,,,,,"'and':39 'apple':10 'area':16 'atoms':9 'beginning':18 'between':32 'body':23 'border':35 'depression':30 'directly':11 'fluids':24 'fountain':3 'halfway':31 'in':27 'journey':25 'located':4 'location':26 'lower':34 'mandibula':38 'much':20 'of':7,19,21,36 'on':5 'quan':1 'slight':29 'spring':2 'the':8,13,15,17,22,28,33,37,40 'tongue':14 'top':6 'under':12",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2492,bible_rag_dr_roni_knowledge_20260129,2609,dr_roni_knowledge,theory,"pharangeal prominence NEEDLED Diagonally upwards, 0.1 – 0.3 cun FUNCTIONS 1. Point on the YinWei Mai",,,,,,'0.1':6 '0.3':7 '1':10 'cun':8 'diagonally':4 'functions':9 'mai':15 'needled':3 'on':12 'pharangeal':1 'point':11 'prominence':2 'the':13 'upwards':5 'yinwei':14,,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
2493,bible_rag_dr_roni_knowledge_20260129,2610,dr_roni_knowledge,theory,2. Tonifies KID CHI 3. Recieves CHI from the Chong 4. Meeting with Shao Yin SECONDARY FUNCTIONS 1. Expels internal wind,,,,,,"'1':18 '2':1 '3':5 '4':11 'chi':4,7 'chong':10 'expels':19 'from':8 'functions':17 'internal':20 'kid':3 'meeting':12 'recieves':6 'secondary':16 'shao':14 'the':9 'tonifies':2 'wind':21 'with':13 'yin':15",,2026-01-30 13:04:01.355306+00,2026-01-30 13:04:01.355306+00
