id,category,question_hebrew,answer_hebrew,acupoint_codes,description_hebrew,pharmacopeia_hebrew,source_file,created_at,updated_at,search_vector,search_keywords,search_updated_at
1855,retreat_recommendations,מתי ממליצים ריטריט ל-חרדה כרונית?,"חרדה מתמדת - ריטריט טבע: PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: חרדה | HT7: שן | REN14: לב,גן מאי שיאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ht7':13 'pc6':12 'recommendations':16 'ren14':14 'retreat':15 'חרדה':6,8 'טבע':11 'כרונית':7 'ל':5 'ל-חרדה':4 'ממליצים':2 'מתי':1 'מתמדת':9 'ריטריט':3,10","[""ממליצים ריטריט"",""חרדה כרונית"",""חרדה מתמדת"",""ממליצים"",""מתמדת ריטריט"",""ריטריט ל"",""מתי"",""מתי ממליצים"",""ריטריט"",""ריטריט טבע"",""מתמדת"",""חרדה"",""כרונית"",""ל חרדה""]",2026-01-30 10:31:31.587105+00
1856,retreat_recommendations,חרדה כרונית - תמיכת ריטריט?,"חרדה מתמדת - ריטריט טבע: PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: חרדה | HT7: שן | REN14: לב,גן מאי שיאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ht7':10 'pc6':9 'recommendations':13 'ren14':11 'retreat':12 'חרדה':1,5 'טבע':8 'כרונית':2 'מתמדת':6 'ריטריט':4,7 'תמיכת':3","[""חרדה כרונית"",""חרדה מתמדת"",""תמיכת"",""מתמדת ריטריט"",""ריטריט"",""תמיכת ריטריט"",""ריטריט טבע"",""מתמדת"",""כרונית תמיכת"",""חרדה"",""כרונית""]",2026-01-30 10:31:31.587105+00
1857,retreat_recommendations,ריטריט חרדה כרונית - צמחים?,"חרדה מתמדת - ריטריט טבע: PC6, HT7, REN14.","[""PC6"",""HT7"",""REN14""]",PC6: חרדה | HT7: שן | REN14: לב,גן מאי שיאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ht7':10 'pc6':9 'recommendations':13 'ren14':11 'retreat':12 'חרדה':2,5 'טבע':8 'כרונית':3 'מתמדת':6 'צמחים':4 'ריטריט':1,7","[""חרדה כרונית"",""חרדה מתמדת"",""ריטריט חרדה"",""מתמדת ריטריט"",""ריטריט"",""ריטריט טבע"",""מתמדת"",""כרונית צמחים"",""כרונית"",""חרדה"",""צמחים""]",2026-01-30 10:31:31.587105+00
1858,retreat_recommendations,דיכאון עמוק - למה ריטריט?,"דכאון - ריטריט שקט: LV3, ST36, SP6.","[""LV3"",""ST36"",""SP6""]",LV3: כבד | ST36: טחול | SP6: דיכאון,גי שן טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':8 'recommendations':12 'retreat':11 'sp6':10 'st36':9 'דיכאון':1 'דכאון':5 'למה':3 'עמוק':2 'ריטריט':4,6 'שקט':7","[""דכאון ריטריט"",""דיכאון"",""שקט"",""למה ריטריט"",""ריטריט"",""דכאון"",""ריטריט שקט"",""דיכאון עמוק"",""עמוק"",""עמוק למה"",""למה""]",2026-01-30 10:31:31.587105+00
1859,retreat_recommendations,דיכאון עמוק - נקודות לפני ריטריט?,"דכאון - ריטריט שקט: LV3, ST36, SP6.","[""LV3"",""ST36"",""SP6""]",LV3: כבד | ST36: טחול | SP6: דיכאון,גי שן טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':9 'recommendations':13 'retreat':12 'sp6':11 'st36':10 'דיכאון':1 'דכאון':6 'לפני':4 'נקודות':3 'עמוק':2 'ריטריט':5,7 'שקט':8","[""דכאון ריטריט"",""לפני"",""דיכאון"",""עמוק נקודות"",""שקט"",""ריטריט"",""לפני ריטריט"",""דכאון"",""דיכאון עמוק"",""נקודות"",""עמוק"",""נקודות לפני"",""ריטריט שקט""]",2026-01-30 10:31:31.587105+00
1860,retreat_recommendations,מתי ממליצים ריטריט ל-דיכאון עמוק?,"דכאון - ריטריט שקט: LV3, ST36, SP6.","[""LV3"",""ST36"",""SP6""]",LV3: כבד | ST36: טחול | SP6: דיכאון,גי שן טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':11 'recommendations':15 'retreat':14 'sp6':13 'st36':12 'דיכאון':6 'דכאון':8 'ל':5 'ל-דיכאון':4 'ממליצים':2 'מתי':1 'עמוק':7 'ריטריט':3,9 'שקט':10","[""ממליצים ריטריט"",""דכאון ריטריט"",""דיכאון"",""ממליצים"",""שקט"",""ריטריט ל"",""מתי"",""מתי ממליצים"",""ריטריט"",""ל דיכאון"",""דכאון"",""דיכאון עמוק"",""עמוק"",""ריטריט שקט""]",2026-01-30 10:31:31.587105+00
1861,retreat_recommendations,דיכאון עמוק - תמיכת ריטריט?,"דכאון - ריטריט שקט: LV3, ST36, SP6.","[""LV3"",""ST36"",""SP6""]",LV3: כבד | ST36: טחול | SP6: דיכאון,גי שן טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':8 'recommendations':12 'retreat':11 'sp6':10 'st36':9 'דיכאון':1 'דכאון':5 'עמוק':2 'ריטריט':4,6 'שקט':7 'תמיכת':3","[""דכאון ריטריט"",""תמיכת"",""דיכאון"",""שקט"",""ריטריט"",""תמיכת ריטריט"",""דכאון"",""דיכאון עמוק"",""עמוק"",""עמוק תמיכת"",""ריטריט שקט""]",2026-01-30 10:31:31.587105+00
1862,retreat_recommendations,ריטריט דיכאון עמוק - צמחים?,"דכאון - ריטריט שקט: LV3, ST36, SP6.","[""LV3"",""ST36"",""SP6""]",LV3: כבד | ST36: טחול | SP6: דיכאון,גי שן טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':8 'recommendations':12 'retreat':11 'sp6':10 'st36':9 'דיכאון':2 'דכאון':5 'עמוק':3 'צמחים':4 'ריטריט':1,6 'שקט':7","[""דכאון ריטריט"",""עמוק צמחים"",""דיכאון"",""שקט"",""ריטריט דיכאון"",""ריטריט"",""דכאון"",""דיכאון עמוק"",""עמוק"",""ריטריט שקט"",""צמחים""]",2026-01-30 10:31:31.587105+00
1863,retreat_recommendations,נדודי שינה כרוניים - למה ריטריט?,"שינה 0-3 שעות - ריטריט כפרי: HT7, KI3, ANMIAN.","[""HT7"",""KI3"",""ANMIAN""]",HT7: שינה | KI3: יין | ANMIAN: ריטריט,סואן זאו רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'-3':8 '0':7 'anmian':14 'ht7':12 'ki3':13 'recommendations':16 'retreat':15 'כפרי':11 'כרוניים':3 'למה':4 'נדודי':1 'ריטריט':5,10 'שינה':2,6 'שעות':9","[""שעות ריטריט"",""שעות"",""שינה שעות"",""למה ריטריט"",""נדודי"",""ריטריט"",""כרוניים"",""נדודי שינה"",""שינה כרוניים"",""שינה"",""כרוניים למה"",""למה""]",2026-01-30 10:31:31.587105+00
1864,retreat_recommendations,נדודי שינה כרוניים - נקודות לפני ריטריט?,"שינה 0-3 שעות - ריטריט כפרי: HT7, KI3, ANMIAN.","[""HT7"",""KI3"",""ANMIAN""]",HT7: שינה | KI3: יין | ANMIAN: ריטריט,סואן זאו רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'-3':9 '0':8 'anmian':15 'ht7':13 'ki3':14 'recommendations':17 'retreat':16 'כפרי':12 'כרוניים':3 'לפני':5 'נדודי':1 'נקודות':4 'ריטריט':6,11 'שינה':2,7 'שעות':10","[""לפני"",""שעות ריטריט"",""שעות"",""שינה שעות"",""נדודי"",""ריטריט"",""כרוניים נקודות"",""לפני ריטריט"",""כרוניים"",""נדודי שינה"",""שינה כרוניים"",""שינה"",""נקודות"",""נקודות לפני""]",2026-01-30 10:31:31.587105+00
1865,retreat_recommendations,מתי ממליצים ריטריט ל-נדודי שינה כרוניים?,"שינה 0-3 שעות - ריטריט כפרי: HT7, KI3, ANMIAN.","[""HT7"",""KI3"",""ANMIAN""]",HT7: שינה | KI3: יין | ANMIAN: ריטריט,סואן זאו רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'-3':11 '0':10 'anmian':17 'ht7':15 'ki3':16 'recommendations':19 'retreat':18 'כפרי':14 'כרוניים':8 'ל':5 'ל-נדודי':4 'ממליצים':2 'מתי':1 'נדודי':6 'ריטריט':3,13 'שינה':7,9 'שעות':12","[""ממליצים ריטריט"",""שעות ריטריט"",""שעות"",""שינה שעות"",""ממליצים"",""ריטריט ל"",""מתי"",""מתי ממליצים"",""ריטריט"",""נדודי"",""כרוניים"",""נדודי שינה"",""שינה כרוניים"",""שינה"",""ל נדודי""]",2026-01-30 10:31:31.587105+00
1866,retreat_recommendations,נדודי שינה כרוניים - תמיכת ריטריט?,"שינה 0-3 שעות - ריטריט כפרי: HT7, KI3, ANMIAN.","[""HT7"",""KI3"",""ANMIAN""]",HT7: שינה | KI3: יין | ANMIAN: ריטריט,סואן זאו רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'-3':8 '0':7 'anmian':14 'ht7':12 'ki3':13 'recommendations':16 'retreat':15 'כפרי':11 'כרוניים':3 'נדודי':1 'ריטריט':5,10 'שינה':2,6 'שעות':9 'תמיכת':4","[""שעות ריטריט"",""תמיכת"",""שעות"",""שינה שעות"",""נדודי"",""ריטריט"",""תמיכת ריטריט"",""כרוניים"",""נדודי שינה"",""שינה כרוניים"",""שינה"",""כרוניים תמיכת""]",2026-01-30 10:31:31.587105+00
1867,retreat_recommendations,ריטריט נדודי שינה כרוניים - צמחים?,"שינה 0-3 שעות - ריטריט כפרי: HT7, KI3, ANMIAN.","[""HT7"",""KI3"",""ANMIAN""]",HT7: שינה | KI3: יין | ANMIAN: ריטריט,סואן זאו רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'-3':8 '0':7 'anmian':14 'ht7':12 'ki3':13 'recommendations':16 'retreat':15 'כפרי':11 'כרוניים':4 'נדודי':2 'צמחים':5 'ריטריט':1,10 'שינה':3,6 'שעות':9","[""שעות ריטריט"",""שעות"",""ריטריט נדודי"",""כרוניים צמחים"",""שינה שעות"",""נדודי"",""ריטריט"",""כרוניים"",""נדודי שינה"",""שינה כרוניים"",""שינה"",""צמחים""]",2026-01-30 10:31:31.587105+00
1868,retreat_recommendations,כאבי ראש מתח כרוני - למה ריטריט?,"כאבים יומיים - ריטריט הרים: GB20, Taiyang, Yintang.","[""GB20"",""Taiyang"",""Yintang""]",GB20: ראש | Taiyang: מקדש | Yintang: מצח,ג'ינג ז'י טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'gb20':11 'recommendations':15 'retreat':14 'taiyang':12 'yintang':13 'הרים':10 'יומיים':8 'כאבי':1 'כאבים':7 'כרוני':4 'למה':5 'מתח':3 'ראש':2 'ריטריט':6,9","[""מתח כרוני"",""ראש"",""כאבי ראש"",""כאבי"",""ריטריט הרים"",""מתח"",""למה ריטריט"",""כאבים"",""כאבים יומיים"",""כרוני למה"",""כרוני"",""כאב"",""ריטריט"",""יומיים"",""למה"",""ראש מתח""]",2026-01-30 10:31:31.587105+00
1869,retreat_recommendations,כאבי ראש מתח כרוני - נקודות לפני ריטריט?,"כאבים יומיים - ריטריט הרים: GB20, Taiyang, Yintang.","[""GB20"",""Taiyang"",""Yintang""]",GB20: ראש | Taiyang: מקדש | Yintang: מצח,ג'ינג ז'י טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'gb20':12 'recommendations':16 'retreat':15 'taiyang':13 'yintang':14 'הרים':11 'יומיים':9 'כאבי':1 'כאבים':8 'כרוני':4 'לפני':6 'מתח':3 'נקודות':5 'ראש':2 'ריטריט':7,10","[""מתח כרוני"",""ראש"",""כאבי ראש"",""כאבי"",""לפני"",""ריטריט הרים"",""מתח"",""כאבים"",""כאבים יומיים"",""כרוני"",""לפני ריטריט"",""כאב"",""ריטריט"",""יומיים"",""כרוני נקודות"",""נקודות"",""נקודות לפני"",""ראש מתח""]",2026-01-30 10:31:31.587105+00
1870,retreat_recommendations,מתי ממליצים ריטריט ל-כאבי ראש מתח כרוני?,"כאבים יומיים - ריטריט הרים: GB20, Taiyang, Yintang.","[""GB20"",""Taiyang"",""Yintang""]",GB20: ראש | Taiyang: מקדש | Yintang: מצח,ג'ינג ז'י טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'gb20':14 'recommendations':18 'retreat':17 'taiyang':15 'yintang':16 'הרים':13 'יומיים':11 'כאבי':6 'כאבים':10 'כרוני':9 'ל':5 'ל-כאבי':4 'ממליצים':2 'מתח':8 'מתי':1 'ראש':7 'ריטריט':3,12","[""ל כאבי"",""מתח כרוני"",""מתח"",""מתי"",""כרוני"",""יומיים"",""כאבי ראש"",""ריטריט הרים"",""ממליצים ריטריט"",""ראש"",""כאבי"",""ריטריט ל"",""ריטריט"",""כאב"",""ראש מתח"",""ממליצים"",""כאבים"",""מתי ממליצים"",""כאבים יומיים""]",2026-01-30 10:31:31.587105+00
1871,retreat_recommendations,כאבי ראש מתח כרוני - תמיכת ריטריט?,"כאבים יומיים - ריטריט הרים: GB20, Taiyang, Yintang.","[""GB20"",""Taiyang"",""Yintang""]",GB20: ראש | Taiyang: מקדש | Yintang: מצח,ג'ינג ז'י טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'gb20':11 'recommendations':15 'retreat':14 'taiyang':12 'yintang':13 'הרים':10 'יומיים':8 'כאבי':1 'כאבים':7 'כרוני':4 'מתח':3 'ראש':2 'ריטריט':6,9 'תמיכת':5","[""מתח כרוני"",""ראש"",""כאבי ראש"",""תמיכת"",""כאבי"",""ריטריט הרים"",""מתח"",""כרוני תמיכת"",""כאבים"",""כאבים יומיים"",""תמיכת ריטריט"",""כרוני"",""כאב"",""ריטריט"",""יומיים"",""ראש מתח""]",2026-01-30 10:31:31.587105+00
1872,retreat_recommendations,ריטריט כאבי ראש מתח כרוני - צמחים?,"כאבים יומיים - ריטריט הרים: GB20, Taiyang, Yintang.","[""GB20"",""Taiyang"",""Yintang""]",GB20: ראש | Taiyang: מקדש | Yintang: מצח,ג'ינג ז'י טאנג,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'gb20':11 'recommendations':15 'retreat':14 'taiyang':12 'yintang':13 'הרים':10 'יומיים':8 'כאבי':2 'כאבים':7 'כרוני':5 'מתח':4 'צמחים':6 'ראש':3 'ריטריט':1,9","[""ריטריט כאבי"",""מתח כרוני"",""ראש"",""כאבי ראש"",""כאבי"",""ריטריט הרים"",""מתח"",""כאבים"",""כאבים יומיים"",""ריטריט"",""כרוני"",""כאב"",""יומיים"",""כרוני צמחים"",""צמחים"",""ראש מתח""]",2026-01-30 10:31:31.587105+00
1873,retreat_recommendations,תשישות אדרנל - למה ריטריט?,"תשישות (נשורת) - ריטריט ים: REN4, KI3, ST36.","[""REN4"",""KI3"",""ST36""]",REN4: אדרנל | KI3: כליות | ST36: קי,ג'ין גוויי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ki3':10 'recommendations':13 'ren4':9 'retreat':12 'st36':11 'אדרנל':2 'ים':8 'למה':3 'נשורת':6 'ריטריט':4,7 'תשישות':1,5","[""ריטריט ים"",""נשורת ריטריט"",""נשורת"",""תשישות אדרנל"",""למה ריטריט"",""תשישות"",""תשישות נשורת"",""ריטריט"",""אדרנל"",""אדרנל למה"",""למה""]",2026-01-30 10:31:31.587105+00
1874,retreat_recommendations,תשישות אדרנל - נקודות לפני ריטריט?,"תשישות (נשורת) - ריטריט ים: REN4, KI3, ST36.","[""REN4"",""KI3"",""ST36""]",REN4: אדרנל | KI3: כליות | ST36: קי,ג'ין גוויי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ki3':11 'recommendations':14 'ren4':10 'retreat':13 'st36':12 'אדרנל':2 'ים':9 'לפני':4 'נקודות':3 'נשורת':7 'ריטריט':5,8 'תשישות':1,6","[""אדרנל נקודות"",""לפני"",""ריטריט ים"",""נשורת ריטריט"",""נשורת"",""תשישות אדרנל"",""תשישות"",""תשישות נשורת"",""ריטריט"",""לפני ריטריט"",""אדרנל"",""נקודות"",""נקודות לפני""]",2026-01-30 10:31:31.587105+00
1875,retreat_recommendations,מתי ממליצים ריטריט ל-תשישות אדרנל?,"תשישות (נשורת) - ריטריט ים: REN4, KI3, ST36.","[""REN4"",""KI3"",""ST36""]",REN4: אדרנל | KI3: כליות | ST36: קי,ג'ין גוויי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ki3':13 'recommendations':16 'ren4':12 'retreat':15 'st36':14 'אדרנל':7 'ים':11 'ל':5 'ל-תשישות':4 'ממליצים':2 'מתי':1 'נשורת':9 'ריטריט':3,10 'תשישות':6,8","[""ממליצים ריטריט"",""ריטריט ים"",""נשורת ריטריט"",""נשורת"",""ממליצים"",""תשישות אדרנל"",""תשישות"",""ריטריט ל"",""מתי ממליצים"",""מתי"",""ריטריט"",""תשישות נשורת"",""אדרנל"",""ל תשישות""]",2026-01-30 10:31:31.587105+00
1876,retreat_recommendations,תשישות אדרנל - תמיכת ריטריט?,"תשישות (נשורת) - ריטריט ים: REN4, KI3, ST36.","[""REN4"",""KI3"",""ST36""]",REN4: אדרנל | KI3: כליות | ST36: קי,ג'ין גוויי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ki3':10 'recommendations':13 'ren4':9 'retreat':12 'st36':11 'אדרנל':2 'ים':8 'נשורת':6 'ריטריט':4,7 'תמיכת':3 'תשישות':1,5","[""ריטריט ים"",""תמיכת"",""נשורת ריטריט"",""נשורת"",""תשישות אדרנל"",""תשישות"",""תשישות נשורת"",""ריטריט"",""תמיכת ריטריט"",""אדרנל"",""אדרנל תמיכת""]",2026-01-30 10:31:31.587105+00
1877,retreat_recommendations,ריטריט תשישות אדרנל - צמחים?,"תשישות (נשורת) - ריטריט ים: REN4, KI3, ST36.","[""REN4"",""KI3"",""ST36""]",REN4: אדרנל | KI3: כליות | ST36: קי,ג'ין גוויי רן,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'ki3':10 'recommendations':13 'ren4':9 'retreat':12 'st36':11 'אדרנל':3 'ים':8 'נשורת':6 'צמחים':4 'ריטריט':1,7 'תשישות':2,5","[""ריטריט ים"",""אדרנל צמחים"",""נשורת ריטריט"",""נשורת"",""תשישות אדרנל"",""תשישות"",""תשישות נשורת"",""ריטריט"",""ריטריט תשישות"",""אדרנל"",""צמחים""]",2026-01-30 10:31:31.587105+00
1878,retreat_recommendations,היפרא ויג'ילנס - למה ריטריט?,"עצבנות קבועה - ריטריט מנזר: PC6, LV3.","[""PC6"",""LV3""]",PC6: עצבים | LV3: כבד,שיאו יאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':11 'pc6':10 'recommendations':13 'retreat':12 'היפרא':1 'ויג':2 'ילנס':3 'למה':4 'מנזר':9 'עצבנות':6 'קבועה':7 'ריטריט':5,8","[""היפרא ויג"",""ילנס"",""עצבנות"",""למה ריטריט"",""ילנס למה"",""עצבנות קבועה"",""ריטריט"",""ויג"",""קבועה ריטריט"",""היפרא"",""למה"",""מנזר"",""ויג ילנס""]",2026-01-30 10:31:31.587105+00
1879,retreat_recommendations,היפרא ויג'ילנס - נקודות לפני ריטריט?,"עצבנות קבועה - ריטריט מנזר: PC6, LV3.","[""PC6"",""LV3""]",PC6: עצבים | LV3: כבד,שיאו יאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':12 'pc6':11 'recommendations':14 'retreat':13 'היפרא':1 'ויג':2 'ילנס':3 'לפני':5 'מנזר':10 'נקודות':4 'עצבנות':7 'קבועה':8 'ריטריט':6,9","[""היפרא ויג"",""ילנס"",""ילנס נקודות"",""לפני"",""עצבנות"",""עצבנות קבועה"",""ריטריט"",""לפני ריטריט"",""ויג"",""היפרא"",""קבועה ריטריט"",""נקודות"",""נקודות לפני"",""מנזר"",""ויג ילנס""]",2026-01-30 10:31:31.587105+00
1880,retreat_recommendations,מתי ממליצים ריטריט ל-היפרא ויג'ילנס?,"עצבנות קבועה - ריטריט מנזר: PC6, LV3.","[""PC6"",""LV3""]",PC6: עצבים | LV3: כבד,שיאו יאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':14 'pc6':13 'recommendations':16 'retreat':15 'היפרא':6 'ויג':7 'ילנס':8 'ל':5 'ל-היפרא':4 'ממליצים':2 'מנזר':12 'מתי':1 'עצבנות':9 'קבועה':10 'ריטריט':3,11","[""ממליצים ריטריט"",""היפרא ויג"",""ילנס"",""עצבנות"",""ממליצים"",""ריטריט ל"",""מתי"",""מתי ממליצים"",""ריטריט"",""ויג"",""עצבנות קבועה"",""ל היפרא"",""היפרא"",""קבועה ריטריט"",""מנזר"",""ויג ילנס""]",2026-01-30 10:31:31.587105+00
1881,retreat_recommendations,היפרא ויג'ילנס - תמיכת ריטריט?,"עצבנות קבועה - ריטריט מנזר: PC6, LV3.","[""PC6"",""LV3""]",PC6: עצבים | LV3: כבד,שיאו יאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':11 'pc6':10 'recommendations':13 'retreat':12 'היפרא':1 'ויג':2 'ילנס':3 'מנזר':9 'עצבנות':6 'קבועה':7 'ריטריט':5,8 'תמיכת':4","[""היפרא ויג"",""ילנס"",""תמיכת"",""עצבנות"",""עצבנות קבועה"",""תמיכת ריטריט"",""ויג"",""ילנס תמיכת"",""היפרא"",""ריטריט"",""קבועה ריטריט"",""מנזר"",""ויג ילנס""]",2026-01-30 10:31:31.587105+00
1882,retreat_recommendations,ריטריט היפרא ויג'ילנס - צמחים?,"עצבנות קבועה - ריטריט מנזר: PC6, LV3.","[""PC6"",""LV3""]",PC6: עצבים | LV3: כבד,שיאו יאו,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'lv3':11 'pc6':10 'recommendations':13 'retreat':12 'היפרא':2 'ויג':3 'ילנס':4 'מנזר':9 'עצבנות':6 'צמחים':5 'קבועה':7 'ריטריט':1,8","[""היפרא ויג"",""ילנס"",""עצבנות"",""ריטריט היפרא"",""ריטריט"",""ויג"",""ילנס צמחים"",""היפרא"",""עצבנות קבועה"",""קבועה ריטריט"",""מנזר"",""צמחים"",""ויג ילנס""]",2026-01-30 10:31:31.587105+00
1883,retreat_recommendations,היפו תירואיד כרוני - למה ריטריט?,"תירואיד איטי - ריטריט שמש: ST9, REN22.","[""ST9"",""REN22""]",ST9: תירואיד | REN22: בלוטה,גואו צ'י ייאנג גווין,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':13 'ren22':11 'retreat':12 'st9':10 'איטי':7 'היפו':1 'כרוני':3 'למה':4 'ריטריט':5,8 'שמש':9 'תירואיד':2,6","[""איטי"",""ריטריט שמש"",""תירואיד"",""למה ריטריט"",""יד"",""שמש"",""ריטריט"",""כרוני"",""כרוני למה"",""היפו תירואיד"",""למה"",""תירואיד כרוני"",""היפו""]",2026-01-30 10:31:31.587105+00
1884,retreat_recommendations,היפו תירואיד כרוני - נקודות לפני ריטריט?,"תירואיד איטי - ריטריט שמש: ST9, REN22.","[""ST9"",""REN22""]",ST9: תירואיד | REN22: בלוטה,גואו צ'י ייאנג גווין,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':14 'ren22':12 'retreat':13 'st9':11 'איטי':8 'היפו':1 'כרוני':3 'לפני':5 'נקודות':4 'ריטריט':6,9 'שמש':10 'תירואיד':2,7","[""איטי"",""היפו תירואיד"",""ריטריט שמש"",""לפני"",""תירואיד"",""יד"",""שמש"",""כרוני"",""לפני ריטריט"",""ריטריט"",""כרוני נקודות"",""נקודות"",""נקודות לפני"",""תירואיד כרוני"",""היפו""]",2026-01-30 10:31:31.587105+00
1885,retreat_recommendations,מתי ממליצים ריטריט ל-היפו תירואיד כרוני?,"תירואיד איטי - ריטריט שמש: ST9, REN22.","[""ST9"",""REN22""]",ST9: תירואיד | REN22: בלוטה,גואו צ'י ייאנג גווין,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':16 'ren22':14 'retreat':15 'st9':13 'איטי':10 'היפו':6 'כרוני':8 'ל':5 'ל-היפו':4 'ממליצים':2 'מתי':1 'ריטריט':3,11 'שמש':12 'תירואיד':7,9","[""ממליצים ריטריט"",""איטי"",""ריטריט שמש"",""ממליצים"",""תירואיד"",""ריטריט ל"",""יד"",""מתי ממליצים"",""מתי"",""ריטריט"",""כרוני"",""שמש"",""ל היפו"",""היפו תירואיד"",""תירואיד כרוני"",""היפו""]",2026-01-30 10:31:31.587105+00
1886,retreat_recommendations,היפו תירואיד כרוני - תמיכת ריטריט?,"תירואיד איטי - ריטריט שמש: ST9, REN22.","[""ST9"",""REN22""]",ST9: תירואיד | REN22: בלוטה,גואו צ'י ייאנג גווין,retreat_recommendations_hebrew_100qa.csv,2026-01-23 11:50:00.163686+00,2026-01-30 10:31:31.587105+00,"'recommendations':13 'ren22':11 'retreat':12 'st9':10 'איטי':7 'היפו':1 'כרוני':3 'ריטריט':5,8 'שמש':9 'תירואיד':2,6 'תמיכת':4","[""איטי"",""ריטריט שמש"",""תמיכת"",""תירואיד"",""כרוני תמיכת"",""יד"",""שמש"",""תמיכת ריטריט"",""כרוני"",""ריטריט"",""היפו תירואיד"",""תירואיד כרוני"",""היפו""]",2026-01-30 10:31:31.587105+00
